brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
BMW,M6 Base,2016,45800.0,Gasoline,4.4,8.0,Automatic,Beige,Black,Unknown,Unknown
Polestar,2 Launch Edition,2021,12172.0,Unknown,3.5,6.0,Automatic,Gray,Black,None reported,Unknown
BMW,X6 sDrive35i,2016,70582.0,Gasoline,3.0,6.0,Automatic,Black,White,At least 1 accident or damage reported,Yes
Porsche,Cayman S,2014,33088.0,Gasoline,3.4,6.0,Automatic,Black,Black,None reported,Yes
Lincoln,Corsair Grand Touring,2021,1850.0,Plug-In Hybrid,2.5,4.0,CVT,Silver,Beige,None reported,Yes
Cadillac,DTS Luxury II,2008,94155.0,Gasoline,4.6,8.0,Automatic,White,Beige,None reported,Yes
Cadillac,ATS 3.6L Luxury,2016,25000.0,Gasoline,3.6,6.0,Automatic,Red,Beige,None reported,Yes
GMC,Sierra 1500 SLT,2016,99500.0,Gasoline,5.3,8.0,Automatic,Gray,Black,None reported,Yes
INFINITI,G37 x,2009,158564.0,Gasoline,3.7,6.0,Automatic,Blue,Beige,None reported,Yes
Ford,Transit-350 XLT,2023,20000.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Cadillac,XTS Luxury,2018,46711.0,Gasoline,3.6,6.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Nissan,NV Passenger NV3500 HD SL V8,2017,46496.0,Gasoline,5.6,8.0,Automatic,Black,Gray,None reported,Yes
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Toyota,Land Cruiser Base,2008,175000.0,Gasoline,5.7,8.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Toyota,Land Cruiser Base,2016,61500.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
RAM,ProMaster 2500 Window Van High Roof,2016,49750.0,Gasoline,3.6,6.0,Automatic,Black,Gray,None reported,Yes
Lamborghini,Gallardo Base,2007,38800.0,Gasoline,5.0,10.0,Other,Orange,Orange,None reported,Yes
Lincoln,MKZ Base,2011,83765.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,EQS 450 4MATIC,2023,7388.0,Unknown,3.5,6.0,Automatic,Gray,Beige,None reported,Yes
Lamborghini,Huracan Tecnica Coupe,2023,278.0,Gasoline,5.2,6.0,Automatic,Other,Other,None reported,Unknown
Alfa,Romeo Giulia Quadrifoglio,2022,1966.0,Gasoline,2.9,6.0,Automatic,Other,Black,None reported,Unknown
Chevrolet,Trailblazer LT,2021,50648.0,Gasoline,1.2,3.0,CVT,Blue,Black,None reported,Unknown
Toyota,Land Cruiser Base,1993,231500.0,–,3.5,6.0,Automatic,White,Gray,None reported,Yes
Lamborghini,Urus Base,2021,13692.0,Gasoline,4.0,8.0,Automatic,Black,Red,None reported,Yes
INFINITI,G37 x,2013,60058.0,Gasoline,3.7,6.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Maserati,Levante S,2017,54423.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Toyota,Highlander Limited,2022,24001.0,Gasoline,3.5,6.0,Automatic,White,Gray,None reported,Unknown
Nissan,Armada SL,2022,14735.0,Gasoline,5.6,6.0,Automatic,White,Black,None reported,Unknown
Audi,Q5 Premium,2023,2425.0,Hybrid,2.0,6.0,Automatic,Black,Other,None reported,Unknown
Ford,Shelby GT500 Base,2022,2050.0,Gasoline,5.2,8.0,Other,Gray,Black,None reported,Yes
Lincoln,Navigator L Reserve,2019,64855.0,Gasoline,3.5,6.0,Automatic,Silver,Beige,None reported,Yes
Mercedes-Benz,EQS 450+ Base,2022,16238.0,Unknown,3.5,6.0,Automatic,White,Beige,None reported,Yes
RAM,1500 Laramie,2022,18051.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
Lincoln,Town Car Base,2004,36524.0,Gasoline,4.6,8.0,Automatic,Black,Black,None reported,Yes
Acura,TLX w/A-Spec Package,2022,14896.0,Gasoline,2.0,6.0,Other,Silver,Black,None reported,Unknown
Toyota,Camry Hybrid LE,2022,14048.0,Hybrid,2.5,4.0,CVT,Black,Black,None reported,Unknown
Honda,CR-V EX,2003,224000.0,Gasoline,2.4,4.0,Manual,Black,Gray,None reported,Yes
Mercedes-Benz,E-Class E 550,2014,80581.0,Gasoline,4.7,8.0,Other,Gray,Beige,None reported,Yes
Mazda,MX-5 Miata Grand Touring,2007,81400.0,Gasoline,2.0,4.0,Manual,Red,Other,At least 1 accident or damage reported,Yes
Porsche,718 Boxster Base,2019,6700.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
Ford,Transit-350 XLT,2015,143000.0,Gasoline,3.7,6.0,Automatic,Silver,Gray,None reported,Yes
Kia,Sportage SX Turbo,2017,87842.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
INFINITI,G37 S Sport,2010,116451.0,Gasoline,3.7,6.0,Manual,White,Gray,None reported,Yes
Nissan,Titan XD S,2019,53677.0,Gasoline,5.6,8.0,Automatic,Red,Gray,None reported,Yes
Audi,S7 2.9T Prestige,2021,12000.0,Hybrid,2.9,6.0,Automatic,Gray,Black,None reported,Yes
Land,Rover Discovery HSE,2019,20034.0,Gasoline,3.0,6.0,Automatic,White,Black,None reported,Unknown
Ford,Transit-350 XLT,2020,32000.0,Diesel,2.0,4.0,Automatic,Black,Black,None reported,Yes
INFINITI,Q70 3.7,2014,70312.0,Gasoline,3.7,6.0,Automatic,Black,Black,None reported,Yes
Jeep,Gladiator Rubicon,2022,8794.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
Lincoln,MKX Base,2010,156000.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Porsche,911 Carrera 4S,2020,25568.0,Gasoline,3.0,6.0,Manual,Red,Black,None reported,Yes
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100.0,Gasoline,3.0,6.0,Other,Gray,Black,At least 1 accident or damage reported,Yes
Porsche,Cayman Base,2014,52000.0,Gasoline,2.7,6.0,Other,Blue,Beige,At least 1 accident or damage reported,Yes
Acura,MDX 3.7L Advance,2011,137200.0,Gasoline,3.7,6.0,Other,White,Gray,None reported,Yes
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000.0,Gasoline,2.0,4.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Kia,Forte GT-Line,2023,15500.0,Gasoline,2.0,4.0,CVT,White,Black,At least 1 accident or damage reported,Yes
BMW,M8 Competition,2020,10906.0,Gasoline,4.4,6.0,Automatic,Gray,Black,None reported,Unknown
Lincoln,MKC Select,2019,49814.0,Gasoline,2.0,4.0,Automatic,Red,Other,None reported,Unknown
BMW,i8 Base,2015,846.0,Plug-In Hybrid,1.5,3.0,Automatic,White,White,None reported,Yes
Toyota,Highlander XLE,2021,67039.0,Gasoline,3.5,6.0,Automatic,Blue,Black,None reported,Unknown
Mazda,CX-30 Premium Package,2023,2636.0,Gasoline,2.5,4.0,Automatic,Other,Black,None reported,Unknown
Porsche,Cayenne Platinum Edition,2018,50166.0,Gasoline,3.6,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Lincoln,MKZ Reserve,2017,37375.0,Gasoline,3.0,6.0,Automatic,Blue,Brown,None reported,Yes
Tesla,Model 3 Standard Range Plus,2021,21600.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Yes
Porsche,718 Cayman S,2019,9500.0,Gasoline,2.5,4.0,Automatic,Red,Black,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Base,2005,143095.0,Gasoline,6.0,8.0,Automatic,Red,Black,None reported,Yes
Acura,RSX Type S,2002,80000.0,Gasoline,2.0,4.0,Manual,Beige,Beige,At least 1 accident or damage reported,Yes
Ferrari,Roma Base,2021,3000.0,Gasoline,3.9,8.0,Automatic,Blue,Brown,None reported,Yes
Porsche,Cayman S,2007,5856.0,Gasoline,3.4,6.0,Manual,Black,Black,None reported,Yes
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958.0,Gasoline,6.8,12.0,Automatic,Yellow,Other,None reported,Yes
Audi,SQ7 4.0T,2022,28927.0,Gasoline,4.0,8.0,Automatic,Red,Black,None reported,Unknown
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102.0,Hybrid,4.0,8.0,Automatic,Black,Black,None reported,Yes
Honda,Ridgeline RTL-E,2021,14442.0,Gasoline,3.5,6.0,Automatic,White,Beige,None reported,Yes
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000.0,Gasoline,5.0,8.0,Automatic,Silver,Black,None reported,Yes
Lexus,GX 470 Base,2004,154000.0,Gasoline,4.7,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Lexus,NX 200t Base,2015,54000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Dodge,Dakota SLT Quad Cab,2007,232492.0,Gasoline,3.7,6.0,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes
Maserati,Ghibli S Q4 GranSport,2020,25721.0,Gasoline,3.0,6.0,Automatic,Other,Other,None reported,Yes
Land,Rover Discovery Sport SE R-Dynamic,2020,20927.0,Gasoline,2.0,6.0,Automatic,White,Other,None reported,Unknown
Aston,Martin DBX Base,2021,2353.0,Gasoline,4.0,8.0,Automatic,Green,Beige,None reported,Yes
Audi,Q3 45 S line Premium,2022,9325.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Unknown
Ford,Explorer XLT,2020,61001.0,Gasoline,2.3,4.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962.0,Gasoline,4.0,8.0,Automatic,White,Black,None reported,Yes
Subaru,BRZ Premium,2023,5800.0,Gasoline,2.4,4.0,Manual,Black,Black,None reported,Yes
BMW,640 i,2016,40080.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Kia,Stinger GT2,2020,57000.0,Gasoline,3.3,6.0,Automatic,Black,Red,At least 1 accident or damage reported,Yes
Chevrolet,Bolt EUV Premier,2022,7624.0,Unknown,3.5,6.0,Automatic,Black,Black,None reported,Yes
Subaru,Forester 2.5 XT,2004,122000.0,Gasoline,2.5,4.0,Manual,Beige,Black,At least 1 accident or damage reported,Yes
Kia,Sportage X-Pro,2023,459.0,Gasoline,2.5,4.0,Automatic,Green,Black,None reported,Unknown
BMW,M4 Base,2016,62500.0,Gasoline,3.0,6.0,Automatic,Black,Orange,At least 1 accident or damage reported,Yes
Hyundai,Equus Signature,2013,72000.0,Gasoline,5.0,8.0,Automatic,Silver,Black,None reported,Yes
Mercedes-Benz,AMG E 53 4MATIC,2020,8375.0,Gasoline,3.5,6.0,Automatic,Black,Black,None reported,Unknown
BMW,M550 i xDrive,2020,40000.0,Gasoline,4.4,8.0,Other,Blue,Black,None reported,Yes
Subaru,Impreza WRX STI,2014,77000.0,Gasoline,2.5,4.0,Manual,Gray,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG G 63 Base,2019,19593.0,Gasoline,4.0,6.0,Automatic,Black,Black,None reported,Unknown
Mazda,Mazda6 Grand Touring,2020,35902.0,Gasoline,2.5,4.0,Automatic,Blue,Black,None reported,Unknown
Hyundai,Veloster Base,2013,800.0,Gasoline,1.6,4.0,Other,Black,Gray,None reported,Yes
Bentley,Bentayga S,2023,2600.0,Gasoline,4.0,8.0,Automatic,Black,Other,None reported,Yes
Land,Rover Defender X-Dynamic SE,2023,6204.0,Hybrid,3.0,6.0,Automatic,Gray,Other,None reported,Unknown
Kia,Telluride SX,2020,69185.0,Gasoline,3.8,6.0,Automatic,Black,Gray,None reported,Unknown
Maserati,GranTurismo Sport,2015,45000.0,Gasoline,4.7,8.0,Automatic,Black,Black,None reported,Yes
BMW,540 i xDrive,2020,37426.0,Gasoline,2.0,6.0,Automatic,White,Black,None reported,Unknown
INFINITI,M56 Base,2011,137000.0,Gasoline,5.6,8.0,Other,Gray,Brown,At least 1 accident or damage reported,Yes
Mazda,Mazda3 s Grand Touring,2016,85000.0,–,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Stingray w/1LT,2023,4000.0,Gasoline,6.2,8.0,Automatic,Black,Red,At least 1 accident or damage reported,Yes
Audi,Q5 S line Premium Plus,2023,4648.0,Hybrid,2.0,6.0,Automatic,Black,Black,None reported,Unknown
Lexus,GX 460 Base,2018,52100.0,Gasoline,4.6,8.0,Automatic,White,Beige,None reported,Yes
BMW,X1 sDrive28i,2014,50100.0,Gasoline,2.0,4.0,Automatic,Brown,Beige,None reported,Yes
Alfa,Romeo Stelvio Ti,2020,41000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
RAM,1500 Big Horn,2021,70968.0,Gasoline,5.7,8.0,Automatic,Black,Black,None reported,Yes
BMW,M4 Base,2015,26600.0,Gasoline,3.0,6.0,Automatic,White,Other,None reported,Yes
Tesla,Model X Long Range,2022,15443.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Yes
Volvo,S90 T5 Momentum,2018,95000.0,Gasoline,2.0,4.0,Automatic,White,Beige,None reported,Yes
Subaru,Impreza WRX Sti,2005,94000.0,Gasoline,2.5,4.0,Manual,Black,Blue,None reported,Yes
BMW,X6 xDrive40i,2020,45076.0,Gasoline,3.0,6.0,Automatic,Blue,Black,None reported,Unknown
Cadillac,CTS 2.0L Turbo Luxury,2014,110000.0,Gasoline,2.0,4.0,Automatic,Beige,Beige,None reported,Yes
Land,Rover Discovery Sport HSE,2016,49083.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Unknown
Genesis,G90 5.0 Ultimate,2017,63500.0,Gasoline,5.0,8.0,Other,Silver,Black,None reported,Yes
Mercedes-Benz,CLK-Class CLK 350,2009,21500.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Land,Rover Range Rover Autobiography,2023,324.0,Gasoline,4.4,6.0,Automatic,Black,Other,None reported,Unknown
Kia,Optima EX,2019,68166.0,Gasoline,1.6,6.0,Automatic,Black,Black,None reported,Unknown
Toyota,Highlander SE,2018,53607.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Unknown
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813.0,Diesel,3.0,6.0,Other,Gray,Black,Unknown,Unknown
BMW,X1 xDrive28i,2020,18200.0,Gasoline,2.0,4.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Audi,R8 5.2,2015,51000.0,Gasoline,5.2,10.0,Other,White,Black,At least 1 accident or damage reported,Yes
Audi,S3 2.0T Tech Premium Plus,2018,16400.0,Gasoline,2.0,4.0,Automatic,Blue,Red,None reported,Yes
Toyota,Tundra Hybrid TRD Pro,2022,7000.0,Hybrid,3.4,6.0,Automatic,Orange,Other,None reported,Yes
Audi,SQ5 3.0T Premium Plus,2022,8497.0,Gasoline,3.0,6.0,Automatic,White,Black,None reported,Unknown
Audi,A6 2.0T Premium Plus,2016,68000.0,Gasoline,2.0,4.0,Other,White,Black,At least 1 accident or damage reported,Yes
Lamborghini,Huracan EVO Base,2022,2523.0,Gasoline,5.2,10.0,Manual,Other,Other,None reported,Unknown
BMW,328 xi,2007,83000.0,Gasoline,3.0,6.0,Automatic,Black,Brown,None reported,Yes
Audi,SQ5 3.0T Prestige,2018,25000.0,Gasoline,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Cadillac,Escalade Sport Platinum,2021,15689.0,Diesel,3.0,6.0,Automatic,Red,Black,None reported,Unknown
BMW,M235 i,2014,125450.0,Gasoline,3.0,6.0,Manual,Blue,Black,None reported,Yes
Kia,Telluride SX,2023,9822.0,Gasoline,3.8,6.0,Automatic,Black,Gray,None reported,Unknown
Chevrolet,Express 3500 Base,2008,144000.0,Gasoline,6.0,8.0,Automatic,White,Gray,None reported,Yes
GMC,Acadia SLE,2020,30900.0,Gasoline,2.5,4.0,Automatic,White,Black,None reported,Yes
BMW,X3 xDrive30i,2021,2492.0,Gasoline,2.0,6.0,Automatic,Blue,Black,None reported,Unknown
Audi,TT 2.0T,2015,126760.0,Gasoline,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Subaru,Outback 3.6R Touring,2017,100680.0,Gasoline,3.6,6.0,Automatic,Brown,Other,None reported,Yes
Mitsubishi,Eclipse Spyder GS,2001,90400.0,Gasoline,2.4,4.0,Automatic,Red,Other,None reported,Yes
Hyundai,Santa Fe SEL,2022,26895.0,Gasoline,2.5,4.0,Automatic,White,Black,Unknown,Unknown
BMW,M5 Base,2018,20500.0,Gasoline,4.4,8.0,Automatic,Silver,Black,None reported,Yes
Dodge,Ram 1500 ST,2011,134000.0,Gasoline,5.7,8.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Ford,Fusion Energi Titanium,2015,84352.0,Plug-In Hybrid,2.0,4.0,CVT,Blue,Black,At least 1 accident or damage reported,Yes
Toyota,Tundra Hybrid TRD Pro,2022,19000.0,Hybrid,3.4,6.0,Automatic,Orange,Black,None reported,Yes
Land,Rover Range Rover Evoque Pure,2015,115550.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Lincoln,Navigator Base,2009,191775.0,E85 Flex Fuel,5.4,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
Ford,Mustang Mach-E Select,2023,923.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Unknown
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630.0,Diesel,3.0,6.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000.0,Gasoline,4.0,8.0,Automatic,White,Brown,None reported,Yes
BMW,440 i xDrive,2018,73500.0,Gasoline,3.0,6.0,Automatic,Black,Blue,None reported,Yes
Acura,Integra LS,1998,120000.0,Gasoline,1.8,4.0,Automatic,Red,Other,At least 1 accident or damage reported,Yes
Audi,Q7 55 Prestige,2019,73837.0,Gasoline,3.0,6.0,Automatic,Beige,Brown,None reported,Yes
BMW,M6 Base,2014,29500.0,Gasoline,4.4,8.0,Other,Silver,Black,None reported,Yes
Volkswagen,Arteon 2.0T SE,2021,13613.0,Gasoline,2.0,6.0,Automatic,White,Black,None reported,Unknown
Lexus,LX 600 F SPORT,2023,1185.0,Gasoline,3.4,6.0,Automatic,Black,Black,None reported,Yes
INFINITI,Q40 Base,2015,143250.0,Gasoline,3.7,6.0,Other,Silver,Black,None reported,Yes
BMW,Z4 3.0i Roadster,2006,46508.0,Gasoline,3.0,6.0,Other,Green,Beige,At least 1 accident or damage reported,Yes
BMW,M6 Base,2015,18651.0,Gasoline,4.4,8.0,Other,Red,Black,None reported,Yes
BMW,X3 M40i,2019,36438.0,Gasoline,3.0,6.0,Automatic,White,Other,None reported,Unknown
Kia,Sorento LX,2014,46628.0,Gasoline,2.4,4.0,Automatic,White,Beige,None reported,Unknown
Rivian,R1S Adventure Package,2023,5700.0,Unknown,3.5,6.0,Automatic,Gray,White,None reported,Yes
BMW,Z4 sDrive28i,2015,57550.0,Gasoline,2.0,4.0,Manual,Black,White,None reported,Yes
Cadillac,CTS-V Base,2017,48600.0,Gasoline,6.2,8.0,Other,Black,Black,None reported,Yes
Ford,Transit Connect XL,2020,119000.0,Gasoline,2.5,4.0,Automatic,White,Black,None reported,Yes
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500.0,Gasoline,5.0,8.0,Other,White,Red,None reported,Yes
Lexus,IS 250 Base,2010,121250.0,Gasoline,2.5,6.0,Automatic,Black,White,At least 1 accident or damage reported,Yes
BMW,X7 xDrive40i,2023,2437.0,Hybrid,3.0,6.0,Other,Gray,Black,None reported,Yes
Volvo,XC90 T6 Momentum,2018,110380.0,Gasoline,2.0,4.0,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes
Hyundai,Tucson Limited,2008,149000.0,Gasoline,2.7,6.0,Automatic,Black,Gray,None reported,Yes
Dodge,Durango GT,2021,14684.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Unknown
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000.0,Gasoline,3.0,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
GMC,Yukon XL SLT,2019,65212.0,Gasoline,5.3,8.0,Automatic,White,Black,None reported,Yes
Audi,RS Q8 4.0T,2020,41856.0,Gasoline,4.0,8.0,Other,Gray,Black,None reported,Yes
Rivian,R1S Adventure Package,2023,655.0,Unknown,3.5,6.0,Automatic,Red,Silver,None reported,Yes
Toyota,RAV4 Hybrid XLE,2019,54000.0,Hybrid,2.5,4.0,CVT,Gray,Gray,None reported,Yes
Alfa,Romeo Stelvio Quadrifoglio,2019,26500.0,Gasoline,2.9,6.0,Automatic,Gray,Black,None reported,Yes
Land,Rover Range Rover Evoque SE,2020,38356.0,Gasoline,2.0,6.0,Automatic,Red,Black,None reported,Unknown
Alfa,Romeo Stelvio Ti Sport,2020,21487.0,Gasoline,2.0,4.0,Automatic,Blue,Other,None reported,Yes
Cadillac,Escalade EXT Base,2007,99000.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Ford,F-250 Lariat,2019,35597.0,E85 Flex Fuel,6.2,8.0,Automatic,Black,Black,None reported,Unknown
Nissan,350Z Enthusiast,2005,130307.0,Gasoline,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Subaru,Legacy 2.5 i Premium,2010,178000.0,Gasoline,2.5,4.0,Automatic,Blue,Black,None reported,Yes
Honda,Civic LX,2003,160265.0,Gasoline,1.7,4.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
McLaren,570S Spider,2020,8700.0,Gasoline,3.8,8.0,Other,Black,Black,None reported,Yes
Maserati,Ghibli S Q4,2016,1000.0,Gasoline,3.0,6.0,Other,Gray,Red,None reported,Yes
Jeep,Wagoneer Series II 4x4,2022,29800.0,Gasoline,5.7,6.0,Automatic,Other,Other,None reported,Unknown
Maserati,Ghibli S Q4,2017,49750.0,Gasoline,3.0,6.0,Other,White,Red,None reported,Yes
Lexus,RX 300 Base,2002,121000.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Lincoln,Aviator Luxury,2005,140000.0,Gasoline,4.6,8.0,Automatic,Black,Beige,None reported,Yes
Ford,Transit Connect XL,2018,66770.0,E85 Flex Fuel,2.5,4.0,Automatic,Red,Other,Unknown,Unknown
Cadillac,SRX Luxury Collection,2016,61549.0,Gasoline,3.6,6.0,Automatic,Red,Black,At least 1 accident or damage reported,Unknown
Lincoln,MKS EcoBoost,2016,38100.0,Gasoline,3.5,6.0,Automatic,Silver,Beige,None reported,Yes
Toyota,Yaris Base,2010,138071.0,Gasoline,1.5,4.0,Manual,Red,Gray,None reported,Yes
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000.0,Gasoline,4.0,8.0,Other,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,GLS 450 Base,2022,41545.0,Hybrid,3.0,6.0,Automatic,White,Black,None reported,Unknown
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850.0,Gasoline,4.0,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Hyundai,Veloster Turbo R-Spec,2014,128000.0,Gasoline,1.6,4.0,Manual,Blue,Red,None reported,Yes
Toyota,4Runner Limited,2019,48156.0,Gasoline,4.0,6.0,Automatic,Black,Beige,None reported,Unknown
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700.0,Hybrid,4.0,8.0,Automatic,Black,Black,None reported,Yes
Audi,RS 7 4.0T Performance Prestige,2017,39071.0,Gasoline,4.0,8.0,Automatic,White,Black,None reported,Unknown
Mazda,MX-5 Miata Base,1999,96680.0,Gasoline,1.8,4.0,Manual,Green,Beige,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG C 43 Base,2017,53500.0,Gasoline,3.0,6.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Z06,2007,11025.0,Gasoline,7.0,8.0,Manual,Orange,Black,None reported,Yes
Ford,F-250 King Ranch,2021,44000.0,Diesel,6.7,8.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
Volkswagen,Tiguan 2.0T SE,2022,11000.0,Gasoline,2.0,4.0,Automatic,Blue,White,None reported,Yes
BMW,750 Li xDrive,2012,103000.0,Gasoline,4.4,8.0,Automatic,Black,Black,None reported,Yes
BMW,M3 CS,2024,456.0,Gasoline,3.0,6.0,Other,Black,Black,None reported,Yes
Lexus,GX 460 Base,2018,64000.0,Gasoline,4.6,8.0,Automatic,Red,Brown,None reported,Yes
Audi,Q7 3.0T Premium,2017,108000.0,Gasoline,3.0,6.0,Automatic,Gray,Brown,None reported,Yes
Alfa,Romeo Stelvio Ti Sport,2018,37045.0,Gasoline,2.0,4.0,Other,White,Red,At least 1 accident or damage reported,Yes
Land,Rover Defender X,2023,5433.0,Hybrid,3.0,6.0,Automatic,Black,Black,None reported,Unknown
BMW,750 i xDrive,2019,28744.0,Gasoline,4.4,6.0,Automatic,Black,Black,None reported,Unknown
BMW,M3 Base,2015,65800.0,Gasoline,3.0,6.0,Other,White,Red,None reported,Yes
Rolls-Royce,Ghost Base,2021,850.0,Gasoline,6.7,12.0,Automatic,White,White,None reported,Yes
Audi,e-tron Prestige,2019,33012.0,Unknown,3.5,6.0,Automatic,Blue,Beige,None reported,Yes
Lexus,IS 250 Base,2011,107818.0,Gasoline,2.5,6.0,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes
Land,Rover Range Rover Evoque SE Premium,2016,79500.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Ferrari,California T,2015,20000.0,Gasoline,3.9,8.0,Automatic,Red,Brown,At least 1 accident or damage reported,Yes
Lexus,LC 500 Base,2018,37000.0,Gasoline,5.0,8.0,Automatic,Black,Red,None reported,Yes
Kia,EV6 Wind,2022,11945.0,Unknown,3.5,6.0,Automatic,Other,Black,None reported,Unknown
